x,y,sensor10_0,sensor11_0,sensor12_0,sensor20_0,sensor21_0,sensor22_0,sensor30_0,sensor31_0,sensor32_0,sensor40_0,sensor41_0,sensor42_0
7.5,15,-71.68397151,-78.3494294,-79.69846167,-65.16125281,-69.99726666,-62.83313927,-74.1909186,-69.55613044,-71.91779046,-76.88777629,-73.57567368,-75.05151475
7.5,15.5,-72.68685221,-79.3497195,-79.62345227,-67.63653905,-69.67461537,-61.41093831,-74.74089005,-71.94648566,-73.21639982,-76.2870957,-72.65016844,-74.64689631
8.5,16.5,-74.4840887,-82.58645249,-78.78951063,-71.70530409,-69.61245658,-64.77359953,-76.11052528,-73.19676146,-76.78597286,-79.0210178,-74.28287442,-80.65135366
8.5,16,-74.84504585,-78.65834109,-81.178179,-68.28067263,-72.08503225,-64.83317967,-73.53597578,-70.8666036,-72.26624983,-77.71751405,-73.23708986,-76.65100694
0.5,12,-75.24627202,-74.75595219,-67.23197772,-73.89916243,-70.00887917,-65.63600964,-84.01982417,-79.37692795,-79.86167378,-79.2502612,-74.98171265,-83.36217577
0.5,12.5,-74.6073092,-73.11486341,-67.38703406,-74.60166587,-67.66767903,-65.30451184,-84.91967797,-77.41393075,-80.58524108,-77.88717655,-77.64515204,-84.19891284
18,2,-85.44569668,-83.47524422,-73.6447225,-82.51874378,-82.31477618,-80.71874747,-76.04528411,-80.48657617,-78.10523848,-71.87351467,-68.10093767,-70.58894034
18,2.5,-85.36079313,-82.4510104,-73.76021651,-82.53411724,-82.6845652,-80.92921218,-76.06327524,-80.68968061,-78.20426093,-71.04103649,-67.10093767,-69.59687735
18.5,1,-81.9780649,-83.55250855,-75.24821582,-81.9444067,-78.04686291,-76.78199519,-77.25522721,-78.30847644,-78.70569812,-75.83803132,-70.42214304,-71.67996353
18.5,1.5,-83.09314904,-83.45223552,-74.58621898,-82.09718155,-79.42296887,-77.90222747,-76.75482453,-79.16832579,-78.58179526,-74.33049867,-69.6279638,-70.99378913
21,13,-81.72549655,-81.57344816,-76.6603352,-80.17061291,-81.26360121,-80.32740976,-75.80125294,-72.98152399,-71.43150083,-79.82428555,-71.45843062,-80.04390023
21,13.5,-80.78417229,-80.72303589,-78.86105185,-78.15396912,-80.21071962,-81.93396147,-74.6921095,-72.6285826,-71.35199053,-81.30684071,-73.97165158,-80.81592725
19.5,2,-82.70848383,-82.53429572,-72.85477178,-81.00658875,-82.41922325,-80.85446083,-79.61065861,-80.90295322,-80.83805005,-72.26430394,-69.99921798,-74.70696818
19.5,2.5,-82.71325883,-82.53429572,-72.85477178,-81.00930402,-82.41922325,-80.85446083,-79.61026829,-81.03236499,-80.83805005,-72.26430394,-69.99921798,-74.44589398
10,3,-74.80436906,-73.67768149,-73.22898089,-76.20712816,-80.26037967,-74.35250427,-79.59288937,-77.02628367,-77.50705725,-65.66322979,-65.30454453,-68.47441055
10,3.5,-74.50329534,-73.41931442,-73.32504137,-75.2823351,-79.10014158,-74.51121438,-80.25718308,-77.35857046,-76.10051637,-66.09672716,-65.44809646,-69.44269492
3,0,-75.86412258,-65.86971854,-74.29090902,-79.17576642,-75.45890497,-74.7626864,-91.49024317,-78.80692662,-79.61049934,-78.99937028,-72.43093777,-78.84497883
3,0.5,-73.86671751,-66.82466312,-73.36424873,-77.88019761,-74.14293462,-74.31605893,-92.63293197,-79.10397858,-79.47926943,-79.43862799,-73.41804943,-76.02738857
14,9,-70.71270842,-74.90635197,-75.37015118,-73.78627179,-77.52085337,-78.90887578,-71.71481057,-75.57686802,-69.10653639,-68.64542666,-60.92012252,-77.24950632
14,9.5,-70.76335079,-74.97309031,-74.55392453,-74.12547423,-74.61635914,-75.2307043,-70.78739165,-73.64785346,-66.51263082,-68.8203454,-64.61412968,-74.74369679
14.5,8,-75.33029542,-80.01946059,-79.86953823,-77.04535544,-81.57086117,-82.45214568,-72.53092328,-76.68969159,-70.85471956,-68.40479652,-62.40512303,-78.10688971
14.5,8.5,-71.61477479,-76.18617275,-76.6873056,-74.1441109,-80.24375553,-79.91380716,-71.785404,-76.19015684,-69.15241733,-68.59443218,-59.54116294,-77.70555442
15.5,9,-74.42015696,-79.36235014,-79.90145286,-75.18661705,-84.68418146,-81.98250551,-71.33583329,-76.4765137,-69.10632478,-69.20350203,-57.2117621,-77.62325271
15.5,9.5,-74.5128255,-79.72509576,-79.27069356,-75.52942956,-82.47285121,-80.10098667,-70.75752494,-75.50076201,-67.1997232,-69.43707261,-59.55321572,-76.26656305
7.5,5,-63.76353957,-66.52927907,-71.33319952,-74.9097388,-82.68328543,-74.39487179,-79.59579922,-73.72705141,-76.25672689,-74.83016795,-66.33104342,-71.03849762
7.5,5.5,-63.29128341,-67.64755091,-70.69634049,-73.27272679,-82.40634214,-73.89967949,-79.59579922,-72.90263737,-76.17916868,-73.94483131,-66.62832709,-70.77126099
6,10.5,-66.02842131,-72.37811157,-72.10789548,-62.18917944,-67.59367854,-69.13194951,-85.89230847,-76.93439473,-81.67030474,-78.1138919,-72.73421077,-79.74148906
6,10,-65.24138237,-70.41026275,-72.19974732,-67.7974234,-69.24662616,-69.17727987,-88.91753343,-76.93734871,-80.69315407,-80.53130982,-73.0723115,-77.50360444
18.5,14,-80.37774365,-78.59637931,-76.53237123,-76.80421644,-80.32598241,-79.78952643,-71.96101182,-73.37911968,-74.89476671,-75.99534321,-76.3872201,-77.33745639
18.5,14.5,-80.44685923,-78.96433551,-75.94025412,-77.04980536,-79.33496202,-79.99160057,-72.04353324,-74.63733935,-75.76359259,-75.6163894,-76.30180231,-77.91497941
8.5,6,-64.27678944,-70.77140368,-69.02749975,-69.90778267,-80.25665882,-72.53538233,-80.39851554,-71.26299232,-75.40855391,-69.78676825,-67.08638239,-70.61687143
8.5,6.5,-65.68724274,-70.65370007,-68.96162243,-69.53077964,-80.79032853,-73.17259299,-80.41421848,-71.22549665,-75.36565364,-70.47909873,-67.30217801,-69.61337031
0.5,2,-70.00718622,-77.2556232,-69.72255207,-77.38727216,-75.33271149,-79.17292106,-90.52081807,-77.76813881,-79.32787375,-81.66663244,-70.08418011,-85.16578108
0.5,2.5,-70.1939554,-74.64414129,-68.80429718,-74.75240566,-76.33677168,-78.78311663,-89.92588942,-78.06142917,-79.24524311,-81.93211084,-71.33207751,-83.8270868
11.5,11,-71.2087072,-76.0513043,-74.16194001,-73.72744406,-73.896869,-73.60252536,-71.14858182,-73.34515109,-70.65065227,-73.44265831,-64.48011978,-72.9592614
11.5,11.5,-70.84265213,-79.88524006,-72.89433208,-72.95999318,-73.21207312,-68.1630498,-67.37486148,-68.15370701,-69.60572295,-75.46443115,-65.23651228,-72.47072066
10,16,-76.67713656,-79.2138979,-81.89106407,-69.74566109,-73.82707427,-69.56486241,-73.14154655,-68.6190804,-73.26335325,-80.37344862,-75.22625294,-82.43606821
10,16.5,-77.38846869,-78.90468257,-82.25887303,-70.49951409,-74.75419853,-70.30751882,-72.76699119,-69.43613299,-73.10397347,-80.65037477,-75.09798534,-82.20672694
2,12,-70.23582379,-73.54570818,-67.70966913,-76.77593784,-65.15782989,-70.68064386,-85.11349558,-71.94937302,-80.55977945,-77.21893916,-74.49468137,-81.15610447
2,12.5,-73.51958558,-80.30229058,-73.76579745,-77.13993287,-65.93892611,-65.90013021,-80.30627663,-77.26222825,-76.0980714,-84.02556369,-77.18792802,-81.94471805
10.5,15.5,-74.35592578,-79.54177503,-81.22786334,-67.68565947,-71.68198579,-68.22422751,-74.15504937,-65.84245077,-74.01737441,-80.24886234,-75.76494556,-82.6082041
10.5,15,-74.01668944,-79.32587974,-79.91349489,-67.29383617,-71.6983347,-67.93027613,-73.74941829,-65.02462721,-73.69077511,-80.91298448,-73.85205479,-80.49194643
3.5,12,-68.96784237,-76.10131184,-68.74328143,-76.79423772,-67.79470275,-69.83094814,-81.33273153,-73.06911103,-78.62970796,-79.93278718,-73.45461232,-75.82204331
3.5,12.5,-69.7799813,-78.0405207,-75.17139581,-74.89728048,-63.87786066,-66.99009007,-82.35492609,-76.42620277,-78.46025874,-83.22280871,-78.36277629,-81.20782671
21,3,-81.33215276,-79.87091662,-73.9184585,-81.11927285,-81.27756798,-79.89382846,-82.47645054,-78.96608192,-81.72276443,-73.5540372,-72.88220802,-75.12064011
21,3.5,-81.78300399,-79.03873048,-74.17789744,-81.76787903,-80.9692908,-79.71950753,-81.86564174,-78.52300786,-81.35888714,-73.76975489,-73.01246656,-74.47786716
7.5,18,-76.11951141,-85.32746379,-76.46013606,-76.36659187,-68.28454429,-63.28086484,-77.62316758,-79.81562105,-79.99646584,-78.870338,-73.54376134,-81.23330887
17,10,-72.97329393,-79.92881364,-80.39095565,-77.35958226,-83.3493797,-81.39265467,-75.22443303,-74.8243542,-71.1584827,-71.87549111,-62.68906527,-76.61769039
17,10.5,-73.66555429,-80.27553959,-79.30601243,-78.03119642,-79.91429848,-77.24368379,-73.60405539,-72.99458508,-68.04537181,-72.09571811,-66.70266528,-73.69200789
9,6,-65.42032826,-71.03483328,-69.70655662,-69.91071953,-79.59719652,-72.88113695,-80.75796509,-72.60811141,-75.19926426,-69.37342907,-67.08638239,-70.65450891
9,6.5,-69.08336365,-70.68952011,-69.66478182,-69.57830344,-80.25837767,-74.07629886,-80.78183058,-72.88284989,-74.45998439,-70.41011816,-67.10994977,-69.26778297
6,0,-77.83137131,-65.01803989,-73.37938807,-76.63457034,-78.69385751,-80.2389592,-85.9132118,-74.589485,-80.00834935,-74.02979491,-69.05816942,-81.04455625
6,0.5,-77.83137131,-65.01803989,-73.37938807,-76.63457034,-78.69385751,-80.2389592,-85.9132118,-74.589485,-80.00834935,-74.02979491,-69.05816942,-81.04455625
18.5,4,-81.41870234,-78.79611535,-74.66567563,-81.99723873,-80.24100271,-77.15691763,-79.30522728,-80.31538279,-78.19739212,-72.1089798,-65.61471597,-66.03941003
18.5,4.5,-80.16239737,-77.54744964,-75.32404616,-81.96375058,-79.38096017,-76.31659425,-80.91030671,-79.70876365,-78.50013725,-72.76045787,-66.61065853,-65.72318586
21,16,-76.54537424,-79.82587239,-79.4993888,-73.85415185,-76.27403564,-81.63692049,-72.70936527,-72.31516425,-75.87253264,-81.88614388,-76.16113395,-81.65922151
21,16.5,-76.54537424,-79.67336003,-79.35533151,-73.54540994,-75.77739291,-81.51720639,-72.70936527,-72.33123062,-75.87253264,-81.82663231,-76.07506157,-81.65922151
10,6,-77.03993264,-71.96662527,-73.10037719,-71.21840739,-78.20903256,-76.31344793,-82.66545858,-77.93513363,-72.25682583,-69.00175236,-66.63667623,-69.62510717
10,6.5,-77.77105469,-71.66585204,-72.7496202,-71.1915753,-78.39624598,-76.29412811,-82.66545858,-77.51557257,-72.07436799,-69.03308588,-66.74028569,-69.49175822
2,2,-70.13196131,-70.07099576,-68.65604156,-75.59133276,-73.38011114,-78.4197438,-92.02355502,-78.71908567,-79.48548509,-79.06049334,-72.59905227,-76.18588896
2,2.5,-70.13196131,-70.36135857,-68.65604156,-75.59133276,-73.38093657,-78.4197438,-92.02355502,-78.71908567,-79.48548509,-79.06049334,-72.59905227,-76.44388071
10.5,5,-75.13318598,-72.39559352,-72.999641,-71.86688758,-77.41085323,-75.63488597,-82.67454723,-78.50846484,-72.29295347,-67.99607078,-66.19354117,-71.04231451
10.5,5.5,-76.3158493,-72.30521348,-72.9686384,-71.53087132,-78.06539017,-75.99261761,-82.66545858,-78.23205708,-72.20926786,-68.65617937,-66.40741559,-70.13890428
2.5,1,-73.28750885,-66.88560594,-72.53943551,-77.56651246,-74.00238633,-74.99525478,-92.54858904,-79.20995336,-79.47926943,-79.32974401,-73.43855591,-75.52750029
2.5,1.5,-71.97836055,-67.18618813,-71.07768339,-76.60304399,-73.40490895,-76.05986142,-92.7302828,-79.11454068,-79.36314668,-79.02685501,-73.45563468,-74.58973647
13,17,-82.11216566,-84.45953548,-76.69891074,-68.89852215,-77.66266376,-76.19433428,-75.32729302,-59.71819166,-76.60347542,-80.93662497,-71.37675976,-82.04539202
13,17.5,-82.11216566,-85.23502453,-75.60601904,-68.68716808,-78.67804149,-75.14340197,-78.73705555,-57.78794898,-80.03854814,-81.34325116,-71.17129547,-82.3749675
3.5,2,-73.25755881,-64.43430707,-70.39573664,-74.9157966,-74.21681898,-78.6431557,-90.4724755,-79.22307011,-80.74485308,-77.17415284,-70.41760346,-71.93875697
3.5,2.5,-73.34830562,-64.43430707,-70.39573664,-74.9157966,-74.21681898,-78.6431557,-90.32542588,-79.22307011,-80.74485308,-77.17357614,-70.41760346,-71.93875697
14.5,11,-74.0790615,-77.95702567,-77.84169443,-76.20281791,-76.96209577,-77.2823027,-70.09758865,-73.42491211,-66.21191109,-70.17516696,-63.81720358,-74.6976098
14.5,11.5,-73.70005575,-81.19881548,-77.30975045,-75.53387064,-76.233727,-72.91283785,-66.09758865,-68.62371606,-65.22497069,-72.3737758,-65.03662885,-74.84225328
5,12,-66.77119391,-74.36898092,-72.17890131,-70.33314685,-68.00943206,-67.53686489,-83.0526177,-78.74142653,-81.22494756,-81.95701962,-75.71836185,-75.83734402
5,12.5,-68.1102739,-75.74262993,-71.74065799,-72.2060507,-68.89536527,-65.64949778,-80.35014979,-78.03345442,-79.36544934,-82.76917597,-76.84881119,-74.17597253
6,13,-69.96781059,-77.30648718,-72.98975931,-70.41409821,-70.00147099,-65.39019294,-76.15749631,-73.3967448,-75.52247079,-82.98075568,-78.27369284,-74.3833335
6,13.5,-69.96752274,-76.95412255,-73.57787669,-69.68006797,-69.82614485,-65.60396652,-75.99655566,-72.84215201,-75.23235611,-82.98075568,-78.08272146,-74.75806059
6.5,12,-69.59951972,-75.23693772,-71.31561276,-64.36096022,-69.71238974,-65.22958595,-78.84456004,-73.44851787,-75.49222219,-78.78244503,-74.26396706,-76.34817664
6.5,12.5,-67.10114383,-74.21854941,-75.24265327,-63.07127301,-68.31079224,-69.46307876,-79.93224365,-71.59956879,-77.53147216,-81.20581356,-75.76615286,-80.03430489
9.5,17,-77.82051415,-80.1243864,-80.64770683,-72.5627278,-73.75565978,-68.20859508,-73.79834404,-73.49393983,-74.67955899,-79.96864039,-74.14982174,-81.11901206
9.5,17.5,-78.94374829,-77.85750069,-83.63026871,-72.22481243,-78.06952865,-68.02004938,-74.31265024,-73.79574062,-75.42340389,-81.90061745,-75.33164158,-82.66025277
10.5,18,-84.42189059,-77.36092937,-84.16128776,-75.81922707,-82.12777552,-74.28118358,-68.47229815,-77.74363125,-71.41942603,-81.35450236,-73.82760592,-81.53315792
2.5,14,-73.05813688,-77.6194602,-77.40783158,-80.15209852,-67.25373848,-63.84136843,-81.84566778,-75.05525603,-75.06416475,-84.26686812,-77.64392986,-81.31829278
2.5,14.5,-73.04483635,-75.96002138,-78.01013312,-81.38741549,-70.47352328,-62.84802405,-83.27368941,-74.74239957,-75.25713936,-84.21427736,-76.13454533,-81.27054249
17,0,-79.78343856,-80.63309404,-74.78985429,-78.93535285,-74.92560948,-75.66814498,-77.52493965,-77.19847736,-78.16951568,-77.86799101,-68.98756818,-71.11753543
17,0.5,-79.78343856,-80.63309404,-74.78985429,-78.99652186,-74.92560948,-75.66814498,-77.52493965,-77.19847736,-78.16951568,-77.88714655,-68.98756818,-71.11753543
20,10,-76.61838969,-82.08527776,-74.00795782,-83.79236794,-80.04130758,-78.92961016,-76.66741154,-73.12825539,-75.17883227,-75.76749848,-67.46260124,-75.9305708
20,10.5,-76.18438069,-83.3798152,-74.7725483,-83.09777805,-82.72078068,-79.21027402,-77.99628075,-74.45524243,-76.16957023,-77.20068629,-68.90606584,-76.93194292
12,6,-76.76491794,-78.77985982,-77.34483223,-77.89524752,-75.59940361,-79.30507574,-76.36408898,-76.63288114,-73.19357892,-67.03020217,-70.87594957,-75.6828044
12,6.5,-77.86846269,-77.84649336,-76.87332725,-77.02856084,-76.5228797,-79.39606751,-76.48935363,-76.34884446,-72.84939749,-67.87964552,-70.6938718,-74.64576483
13,7,-76.08207424,-79.99743318,-77.56481575,-78.88165477,-74.59472739,-80.0091324,-73.19237385,-75.88139555,-72.49077178,-67.35518423,-71.25601327,-77.32828476
13,7.5,-73.69369006,-77.37069374,-76.23245423,-77.28392635,-73.96754838,-78.81181511,-72.69495413,-75.37664152,-71.21026713,-67.59023205,-69.38497982,-77.26410018
16,12,-74.22056566,-76.55787622,-80.01057838,-75.68313268,-79.31625701,-76.91867568,-66.53159933,-73.17454022,-62.55898296,-70.0825838,-65.98882783,-74.83515239
16,12.5,-73.87634527,-75.69554194,-80.04162073,-75.68313268,-79.65214472,-77.23105912,-66.19527887,-73.46150742,-62.55898296,-70.0825838,-65.98882783,-75.19482317
14.5,1,-78.06545303,-76.16243815,-72.66818573,-76.53039714,-75.36955991,-76.4032235,-78.03477766,-79.62105489,-77.77480528,-70.73605033,-66.47495872,-66.60991541
14.5,1.5,-78.02009449,-74.62922226,-72.67855177,-83.13155702,-77.7125989,-78.46820467,-81.59869997,-80.116993,-74.23010434,-68.85057313,-65.31900274,-65.60783359
5,2,-78.62302886,-58.99699454,-72.40623864,-74.74737762,-77.67228741,-80.22734807,-86.23364945,-78.68717099,-83.83598346,-75.3533826,-65.49864439,-72.58843287
5,2.5,-76.28777872,-59.65546403,-72.71221165,-75.06616202,-76.82547415,-79.60209954,-85.44046161,-79.32230239,-83.31615721,-75.3580673,-65.81475663,-71.76316814
13.5,5,-72.05483639,-75.11028347,-73.30807507,-77.98576818,-75.2305847,-78.94828432,-80.66419637,-77.37583241,-70.84588639,-59.0894337,-63.58854192,-71.59239611
13.5,5.5,-77.56550566,-79.81530061,-79.28542798,-80.22435366,-77.31167606,-79.61326122,-74.84712622,-76.63702703,-73.71241216,-69.49899811,-72.96969487,-74.65860876
9,9,-67.02571034,-69.39771777,-71.68336819,-73.55789192,-74.65097453,-67.91371934,-80.74482114,-72.50940038,-70.81650818,-79.07442527,-69.82189,-71.91801619
9,9.5,-68.75714198,-72.74803833,-71.33724741,-71.10468729,-73.73948199,-66.92111809,-81.36013042,-71.11993817,-71.55684769,-77.93712712,-69.82186805,-70.99995846
17.5,12,-72.43821843,-77.57149831,-80.66060252,-77.90207307,-81.42818848,-79.86559849,-72.86393572,-73.56522288,-68.56589101,-72.85405565,-67.32461386,-76.27586071
17.5,12.5,-79.42517306,-78.34384213,-77.22647853,-75.68405178,-81.49699965,-78.42952367,-71.07777638,-70.95109296,-70.4026105,-74.53689698,-73.39784123,-75.19854988
8,13,-69.53697511,-75.3261466,-76.84339341,-60.12578616,-69.78294523,-68.19808505,-74.20795455,-65.63244129,-72.69260124,-80.85678264,-76.5190113,-80.33941998
8,13.5,-69.87392055,-76.27254997,-77.82422777,-61.72157089,-69.98941374,-67.03801009,-74.11045335,-66.26678704,-72.47173062,-80.85296411,-76.18119329,-79.01237703
11,18,-82.72641281,-79.33544559,-84.49898652,-75.44363433,-79.13550854,-72.27757904,-69.97208642,-73.68541304,-72.86791522,-80.63577666,-73.69456603,-82.46523271
6.5,2,-75.16167382,-58.05783318,-70.96058302,-76.09080382,-80.14100617,-77.02824171,-87.02369644,-78.7287827,-78.49778355,-73.46989585,-68.77675582,-67.98435402
6.5,2.5,-75.27723303,-57.99583164,-71.53267252,-75.54460926,-79.63123813,-77.43399451,-87.15550278,-78.95601317,-78.85759284,-74.00002986,-68.3480681,-68.12900846
9.5,7,-71.83111782,-71.02803194,-70.76541917,-70.17564823,-79.78281308,-74.98788334,-81.36996536,-74.4401798,-73.75787902,-69.88283727,-67.30491999,-69.11852744
9.5,7.5,-74.47682724,-70.41640642,-71.8571917,-70.50243894,-77.23891172,-73.01461334,-84.65115899,-75.18934318,-72.56841452,-73.32427305,-68.66133513,-70.29794429
4,15,-75.90672008,-73.9604042,-77.87886874,-75.94844195,-71.41552786,-63.19290802,-80.58046247,-76.73248548,-75.59178609,-81.73667284,-71.31175391,-82.25407673
4,15.5,-75.90672008,-73.9604042,-77.87886874,-75.94844195,-71.41469683,-63.19290802,-80.57986439,-76.73248548,-75.59178609,-81.73667284,-71.25839365,-82.25407673
10.5,8,-70.91806161,-71.02030704,-72.59387121,-74.9219579,-76.19688799,-72.4538696,-75.69743208,-75.58455263,-69.591943,-74.65302834,-67.23940373,-70.04770163
10.5,8.5,-67.83755882,-70.67469653,-72.58653057,-76.41639442,-75.00355094,-70.40790686,-73.36589646,-75.15628429,-68.57878871,-76.55841976,-67.23510305,-70.72725065
2.5,4,-68.87843253,-65.67810097,-64.06500608,-75.49313327,-73.16818913,-78.71223356,-85.59687066,-81.30884559,-79.07704115,-74.86870354,-71.58920705,-75.28316113
2.5,4.5,-68.54680365,-65.12296218,-62.69781421,-74.48124455,-73.17397679,-78.55458392,-83.83342782,-80.97762431,-78.63575231,-74.78906475,-71.71201296,-76.0134949
1,9,-70.50964931,-72.30641087,-64.44286173,-70.06870885,-70.78721577,-74.01192057,-84.17018418,-78.65759888,-77.29293944,-81.90318851,-70.46692287,-76.3912783
1,9.5,-70.14375345,-75.66660321,-64.96691602,-74.40995683,-67.73796206,-73.13962562,-85.59348709,-75.82010179,-77.54054552,-80.34659416,-71.46692287,-77.41735537
13.5,18,-83.46794738,-86.47309142,-77.5134813,-69.54978498,-77.47166882,-78.5850741,-74.7601939,-58.42790978,-76.54419756,-79.78115088,-73.03195749,-84.72189374
5.5,14,-73.16694333,-76.43427222,-73.60593085,-72.85939118,-69.47254726,-64.05954238,-76.25689784,-77.65251253,-76.35131174,-82.15707664,-74.67963775,-76.4281216
5.5,14.5,-74.89239699,-75.87588614,-74.84277835,-71.93974658,-68.86961,-64.32773946,-75.84419602,-77.89148594,-76.10820069,-81.44814991,-73.00763359,-79.26040258
20,0,-83.09380308,-81.54554895,-76.40345348,-85.43837686,-79.59176254,-80.11683819,-81.19146069,-80.15927253,-81.51801224,-77.84973818,-75.66738583,-77.67700458
20,0.5,-83.04247202,-81.48805104,-75.40413732,-84.72591574,-81.31565893,-81.58552036,-82.49243124,-81.16091053,-82.61627732,-76.23435138,-75.33604336,-79.31979935
6.5,15,-75.18706061,-76.39720346,-78.47974631,-68.45264181,-69.16277256,-63.33341394,-75.04181975,-74.39772967,-74.10963705,-78.04729534,-70.9221863,-79.04850902
6.5,15.5,-74.93947726,-77.29565499,-78.75625025,-67.86669027,-69.47434873,-63.09572345,-74.79829305,-74.16133499,-73.49939271,-77.77829499,-71.23185562,-78.67459094
16,2,-80.18265903,-73.70669083,-74.10220406,-81.8754879,-77.08655251,-78.55153717,-80.76460423,-80.6620055,-75.08849254,-73.94776728,-63.55735114,-68.00455628
16,2.5,-79.09375015,-73.70543488,-75.83799352,-82.97548546,-78.58376388,-78.56690292,-81.19880334,-80.46419961,-73.90096031,-72.77028965,-65.65289027,-68.3445068
16.5,1,-82.47286097,-79.31307738,-73.2273976,-78.28277661,-78.0193559,-79.48764023,-75.82281402,-79.22336585,-77.31671355,-74.96561704,-66.2773803,-69.46550276
16.5,1.5,-79.68181449,-76.60951743,-75.17585637,-83.23895961,-76.75822645,-76.95860395,-81.1827848,-79.6965859,-76.13196977,-75.04431208,-66.47522958,-69.34190044
17.5,2.5,-84.61536639,-80.43801409,-73.83114467,-83.3999829,-81.79158576,-81.00982175,-77.65493703,-80.98989866,-77.04955958,-71.47372112,-66.40416781,-69.59247198
17.5,2,-84.61597898,-80.43801409,-73.83114467,-83.3999829,-81.79158576,-81.00982175,-77.63943702,-80.98989866,-77.04955958,-71.47372112,-66.40416781,-69.59247198
8,3,-69.70550212,-60.59048272,-71.30005322,-77.63121419,-82.91298594,-75.24423602,-84.63650866,-77.68149304,-74.19891693,-74.12615209,-69.66096265,-67.67624314
8,3.5,-68.36643906,-62.32785913,-71.91370163,-77.62923724,-83.07345333,-75.37936633,-82.904817,-77.06648754,-74.83419771,-74.81866523,-68.30827695,-69.12142914
19,12,-76.58104189,-80.51958242,-79.51547758,-79.27650003,-81.33532931,-80.40919718,-76.46775562,-72.96651907,-71.17543587,-76.55114439,-69.60751474,-77.61426013
19,12.5,-79.90924979,-79.62892204,-75.5575137,-78.31978491,-82.75510406,-79.65232897,-73.65356366,-71.87586563,-74.26735861,-76.74114657,-74.04179411,-76.92701958
11,8,-69.59939642,-73.71324483,-74.64097708,-78.30652372,-74.66848672,-72.94556577,-72.4433749,-74.55886884,-69.7320304,-74.49506518,-68.94441717,-72.68310387
11,8.5,-66.93605839,-71.27167418,-72.77166175,-75.9873846,-74.00524518,-71.26928149,-71.97902787,-74.65073929,-68.24216279,-75.25355794,-66.26441561,-72.04932311
20,13,-82.43005794,-80.09758142,-77.91585341,-78.00441176,-81.11839275,-80.61132146,-74.36359221,-72.17393169,-70.44394625,-79.28056604,-73.13323795,-79.38652659
20,13.5,-82.26105332,-79.88813324,-77.90046422,-77.90741061,-81.17948994,-80.61132146,-74.00806701,-71.96062475,-70.47783529,-79.12830975,-73.1404548,-79.38321989
12,9,-67.59941289,-71.61973016,-72.47235107,-74.52802456,-73.33500809,-73.40669782,-71.97551807,-74.6708505,-68.38898241,-71.82689232,-65.26331626,-74.26065641
12,9.5,-69.0893775,-74.3264009,-72.15830433,-72.6677314,-72.42626004,-72.64525715,-71.60388123,-73.49560283,-68.92747453,-70.49155242,-64.9691311,-73.36957104
4,5,-66.37607821,-65.67540038,-68.8316384,-72.79060444,-73.12887755,-77.86140065,-81.46017597,-78.08845103,-76.19143759,-77.37661487,-74.29916731,-77.2719604
4,5.5,-64.66923006,-67.44802033,-65.67075652,-68.40569822,-74.61899656,-77.21905695,-86.76051056,-80.00333442,-77.60962414,-73.08841681,-72.68850902,-76.24516421
20.5,12,-79.74962227,-82.9599822,-75.25019649,-81.8986081,-81.75535207,-79.50212958,-76.82539303,-74.00773425,-74.03860046,-78.91574401,-70.52718842,-78.93610162
20.5,12.5,-81.07093059,-81.98247564,-76.64976009,-80.43770616,-81.2956963,-80.32740976,-76.10376551,-73.31252926,-71.74463139,-79.43181484,-71.45787476,-79.59965815
12.5,8,-71.75041386,-75.4069545,-74.87394859,-75.79034848,-73.56826825,-77.96041281,-72.4417027,-75.35983299,-70.19766834,-67.73770607,-67.78204667,-76.65956604
12.5,8.5,-70.62317341,-74.282751,-73.68703573,-74.76700615,-72.95388035,-76.84831463,-71.94858344,-74.85507896,-69.49560922,-68.01374357,-66.23129398,-76.59647197
16.5,14,-75.48742648,-75.81960153,-78.95203022,-76.4084673,-79.18122018,-79.46163724,-67.26783087,-74.94855875,-68.04366882,-72.33651127,-70.28584144,-77.68587653
16.5,14.5,-82.30165052,-78.8053152,-77.7403459,-72.68454441,-81.26059546,-77.27549342,-72.19626612,-67.96255808,-67.34213999,-75.6004983,-72.69518573,-79.52420201
7,15.5,-74.12102853,-77.68927816,-79.46660917,-67.41503211,-69.49372559,-62.62338314,-74.55615281,-72.8113169,-73.10963705,-77.03912329,-71.58543748,-77.01815266
7,15,-74.12102853,-77.68927816,-79.46660917,-67.41503211,-69.49372559,-62.6320814,-74.55615281,-72.8113169,-73.10963705,-77.04041361,-71.58543748,-77.01857819
13.5,8.5,-69.41161157,-73.50875084,-73.82082425,-73.42899278,-75.2798237,-77.30020824,-71.71017691,-75.12014526,-68.76698664,-68.48021199,-62.26141852,-76.91876606
13.5,8,-70.52062249,-74.19445053,-74.2862674,-74.99449073,-73.90362364,-77.28715297,-72.39324058,-74.48941949,-67.95895317,-68.18101977,-63.81904637,-76.27264536
5.5,4,-68.97250153,-63.87782548,-74.3092957,-77.36445557,-74.92640946,-79.67741216,-82.76664756,-79.00063049,-79.36826886,-76.4673462,-68.41698409,-75.60704684
5.5,4.5,-65.35897055,-66.30415587,-73.78760579,-75.70695771,-74.59698396,-78.91560631,-82.52702437,-78.8176757,-77.39929463,-76.27894889,-70.28735632,-76.65145051
